device_make	device_model	_col2
samsung	SM-X110	189353
TECNO	TECNO BG6	89381
samsung	SM-A225M	22965
samsung	SM-S936U	9804
ZTE	A202ZT	5360
samsung	SM-A1660	793
samsung	SM-G975U	4623
Xiaomi	220733SL	637
realme	RMX2101	2885
incar	YQ10SK	168
realme	RMX3572	243
samsung	SM-S911N	1162
samsung	SM-T976B	1856
WIKO	W-V750BN-EEA	84
samsung	SM-T725N	160
Ulefone	Armor Pad 2	79
OnePlus	CPH2723	903
OPPO	CPH1831	274
HONOR	FLC-AN00	7
HMD Global	Nokia 2.3	249
BLU	C5L Max	72
TECNO MOBILE LIMITED	TECNO BD4j	284
Amazon	KFKAWI	169
samsung	SM-G955FD	13
nubia	NX721J	64
TCL	T770H	278
Earldom	ET-TP02	53
vivo	iPA2453	12
SAS OIA	QT23126BP	206
KRONO	NET_Y	4
OPPO	PFDM00	18
Teclast	T10(E3C6)	79
Reekoo	AllCall_60	24
Meizu	M5 Note	29
Techland	ART 3S	9
HUAWEI	HDN-L09	11
LGE	LGM-V300L	20
Xiaomi	22041216C	5
Cidea	CM8500plus	2
samsung	SM-S721Q	1
Xiaomi	M2012K11AC	15
incar	CP20_PRO	10
DIGMA	CITI 1312C 4G CS1272PL	29
ZTE	ZTE Blade L8RU	3
samsung	SM-X716N	3
incar	G-30_ULTRA	5
alps	Pro Pad P2	4
Safaricom	Neon Smarta 2	5
Realme Pro X	Realme Pro X	1
NONY	S351	1
Xiaomi	25028RN03A	37702
samsung	SM-S911B	47526
Xiaomi	2303CRA44A	12125
samsung	SM-A136U	9599
samsung	SM-G988W	721
OPPO	CPH2631	23511
Vortex	T10M_Pro	843
OPPO	CPH2477	21894
realme	RMX3782	12071
Xiaomi	22071219AI	2139
TINNO	U655AA	599
IRIS_OHYAMA	TE10D1M64	174
Xiaomi	M2101K7AG	8571
samsung	SM-F936W	245
samsung	SCV48	432
ZTE	A303ZT	1386
OnePlus	HD1913	400
OPPO	CPH1881	991
samsung	SM-X800	2312
Realme	RMX1831	273
realme	RMP2402	871
OMIX	X7	348
DIGMA	CITI 1421D 4G CS1274PL	29
Micromax	Micromax E7533	206
Xiaomi	2505DRP06I	314
incar	T12M_EEA	91
PEICHENG	AW-SCR_AW-BPNY	177
GREATASIA	P98	67
LENOVO	Lenovo TB-X705F	710
AIDATA	ADT1012L	116
incar	A410_4G	139
vivo	V2307A	119
samsung	SCV46-u	133
Sony	SOV42-u	12
motorola	Moto G (5)	43
HotPepper	Puya	29
Pad Pro 11	Pad Pro 11	81
X60i	X60i	13
HUAWEI	MLD-AL00	28
samsung	SM-T587	21
Lava	Z100	3
ITEL MOBILE LIMITED	itel L5505	8
Mtouch	M7pro	17
IDINO	NOTEBOOK-MATE4X	2
OnePlus	CPH2717	18
Hisense	Hisense U60	1
Tinno	Note_X	4
TP-Link	Neffos_X9	1
A863K_A16	A863K_A16	1
CTX	Reno 11 F	3
Xiaomi	2303ERA42L	10001
INFINIX	Infinix X6525B	13573
samsung	SM-A025F	16295
samsung	SM-S7210	508
OPPO	RMX1801	1844
OPPO	CPH2073	311
HUAWEI	ART-L29N	189
samsung	SM-A135N	645
realme	RMX3392	1988
acer	ACTAB1024	1402
ZTE	ZTE Blade A52	533
Logicom	Lunar Pro	186
samsung	SM-M205G	432
Teclast	M50S	195
DOOGEE	S61Pro	295
LENOVO	Lenovo TB-Q706F	199
WIKO	W-V850-EEA	9
Blackview	Tab 50 Kids	726
OnePlus	GM1913	1437
incar	TAG-TAB-III	64
Lenovo	Lenovo L18021	35
nubia	Z6255CA	127
realme	RMX3042	6
ITEL	itel P673L	451
samsung	SM-T377T	24
OUKITEL	WP8 Pro	119
Fortune Ship	Wildfire E6 Star	67
GRTY	TK-E109GCM	35
Smart Products Connection SA	GRAVITY_3	11
samsung	SM-J727T	14
Vortex	HD65_Ultra	38
SUNWIND	Sky 8244B 3G SS8263PG	3
UMIDIGI	UMIDIGI Note 100 5G	16
incar	PlatinumTAB8_4G_V3	16
samsung	SM-A125W	11
ANT DAO TECHNOLOGY LIMITED	Air1 Ultra+	28
samsung	SM-X906N	14
OPPO	PCAM00	5
WIKO	W-V830-EEA	13
wheatek	TAB R6 Ultra	10
ORAIMO MOBILE LIMITED	VILLAON V8001	9
HUAWEI	JSN-AL00	2
YESTEL	X9_EEA	10
INCAR	T90_NEW	20
F18	F18	8
asus	ASUS_Z017DA	15
incar	MID-1015T	6
realme	RMX2151L1	2
TINNO	U705AC	3
Fairphone	Fairphone 6	6
ZTE	Z610DL	4
ANS	ACK2326	2
samsung	SM-S327VL	2
CTX	Reno12 Pro	1
Lenovo	Lenovo L39051	1
motorola	moto e40	11167
motorola	moto g35 5G	15127
samsung	SM-T580	6334
Xiaomi	2409FPCC4G	3381
OPPO	CPH2665	24088
Xiaomi	M2010J19CI	2963
OPPO	CPH2421	7558
samsung	SM-T295	7439
vivo	V2110	4828
DIGMA_PRO	Digma Pro HIT 106 HS1007PL	711
along	G11	290
vivo	V2345	1524
OPPO	CPH2357	1624
samsung	SM-E625F	2990
CUBOT	A10	558
samsung	SM-J701MT	287
Symphony	Z33	131
MLAB	9343	181
Blackview	Tab 7 Kids	398
Compaq	QTab8_LTE	322
asus	ASUS_P00J	375
HUAWEI	MGA-LX3	658
Sony	SOV42	286
samsung	SM-J710K	5
coolpad	CP12Q	45
Teclast	P50_T_ROW	187
HMD Global	Nokia 5.1 Plus	49
HelloPro	PK81R	438
incar	P30S_ROW	438
Welcome	S24 Ultra	64
Reeder	P13 Blue Max PL	23
TCL	5048Y_EEA	27
OnePlus	MT2110	4
HTC	HTC One M9	31
Siragon	SP_7300	65
HEADWOLF	H5	14
Opel Mobile	Smart65R	71
nubia	NX713J	79
EASYTECH	E13_1	101
A15-B	A15-B	14
SKY	SKY_PAD10	6
DIGMA_PRO	PRIME 18 MS1002PL	122
ZIOVO	Z168_US	46
reeder	P13_Blue_Plus	24
motorola	Moto G (5S) Plus	21
LOGICOM	TAB_STAND_PRO_2	58
OnePlus	LE2120	36
Whitedeer	G13	7
BLU	G91 Max	2
Innovatech	N28	6
ATOUOH	X19PRO	1
Xiaomi	24117RK2CC	6
alps	GT40Ultra	2
HONOR	VNE-AN40	1
SHARP	SH-T01	4
BQru	BQ-5517L	1
LAVA	iris88s	11
incar	L10_EEA	2
motorola	moto e(7) power	3263
TCL	T671H	457
HUAWEI	DUB-LX1	13844
LAVA	LAVA LZG409	1205
samsung	SM-G960U1	2727
TECNO	TECNO LH6n	10487
Amazon	KFRAPWI	10866
samsung	SM-J810GF	350
Chinoe	AT-M120	72
OPPO	CPH1609	231
Dragon_Touch	Notepad-K10	60
HONOR	NIC-LX2	1803
Sony	XQ-CQ44	190
samsung	SM-T727A	373
TECLAST	M40(N9H3)	155
samsung	SM-T380	50
SNCOIA	QT24101B	54
samsung	SM-A037W	73
TCL	9132X	98
samsung	SM-M556E	709
OnePlus	PKG110	60
realme	RMX2144	121
FISE	A70	59
OMIX	X600 NFC	372
ANT DAO TECHNOLOGY LIMITED	B2	534
Welcome	C37 S	36
Daria	DM-B50104	33
TCL	T676J	93
CASPER	VIA A4	73
HOTWAV	Note 15	8
Sony	XQ-CT54	234
Welcome	I15 Pro Max	23
deejoy	Y57A	10
PRITOM	P7_EEA	10
Bmobile	BL63Pro	26
Rebecco	K70i_ROW	5
Skyth	Z118-US	3
WALTON	ORBIT Y71	10
Xiaomi	MI 9T Pro	7
HUAWEI	WAS-LX3	33
5G	Smart Phone	35
UMIDIGI	BISON GT	60
BLU	G84	16
alps	A15PRO	15
TCL	T803D	8
bq	Aquaris X Pro	7
samsung	SM-P350	1
CCIT	KT7MAX	12
TCL	9029W	5
YESTEL	X3_EEA	7
CELLCOM	M20_Pro	1
Pad 6 	Pad 6 	3
Xiaomi	2310FPCA4G	35725
wheatek	Cyber 7	194
Xiaomi	23028RA60L	10613
samsung	SM-X710	7646
HENA	H10	2663
OPPO	A102OP	1011
Xiaomi	23077RABDC	2626
vivo	V2214	1558
motorola	motorola one 5G ace	4374
DEXP	K28	508
HUAWEI	CTR-LX1	817
incar	AZIMUT_4	1575
HONOR	DNY-NX9	2048
itel	itel P651L	317
Cidea	CM915	43
TECNO	TECNO KJ8s	91
samsung	SM-A8050	398
vivo	I2214	528
T11Pro	T11Pro	509
QIUWOKY	C10S	55
Sony	SO-03L	519
samsung	SM-J330F	652
vivo	vivo 1724	113
LGE	LM-Q630N	118
LENOVO	Lenovo TB-8703X	175
asus	ASUS_P00I	49
alps	I16 Pro Max	30
TCL	9132S	74
Sony	SO-51D	139
PRITOM	TOUCH 7	170
LGE	LM-K200	123
HTC	HTC_2Q4D100	335
samsung	SM-A530N	207
TCL	T608M	156
vivo	V2230A	39
Mintt	COOLMINTT X8 PLUS	7
Hisense	Hisense V60	30
QUANTUM	Quantum Q10	46
samsung	SCV43-j	38
BLU	J12	5
LGE	LM-X510.FG	12
CCIT	Tab 16Pro	1
Xiaomi	Redmi Note 4X	10
iHunt	iHunt S22 ULTRA	32
incar	Xbook_Plus	1
Teclast	T50Mini_ROW	10
S23 Ultra	pop	13
Olike	E3	9
DW	Pad12	5
vivo	V1813A	5
Kalley	Black X	8
Kalley	Black_C_PRO	7
WALTON	ORBIT Y12	9
ZTE	ZTE B2017G	8
Sony	E6853	1
samsung	SM-G920P	1
itel	itel L6002P	2
Along	MC32020	1
LENOVO	Lenovo TB125FU	20339
Xiaomi	2201117SL	7213
HUAWEI	CTR-L81	4096
realme	RMX3868	2545
Xiaomi	Redmi Note 6 Pro	3918
Sony	SOG01	291
HUAWEI	CMR-W09	1752
OPPO	PADT00	40
Xiaomi	M2101K6R	1080
samsung	SM-F741N	989
RAVOZ	RAVOZ Z6 Lite	13
CUBOT	KINGKONG X	186
HMD Global	Nokia 4.2	348
along	T10	35
Technopc	ADT-R10TME	82
Alldocube	iPlay_50	1627
SKY_Devices	SKY KIDSPRO1	336
ZTE	ZTE Blade A52 Lite	275
LFE	P60pro	5
A15PRO	A15PRO	59
Xiaomi	25060RK16C	38
ACE France	BUZZ 4 Prime	3
vivo	V2158A	2
Lenovo	Lenovo TB-8703X	23
vivo	V2271A	51
G-Tab	C8X	73
ghia	GPND133V4	81
Sony	SO-01H	42
LENOVO	Lenovo K53b36	10
Sparx	Sparx Ultra 11	35
vivo	vivo 1817	62
samsung	SM-N920K	42
F-Plus	SH60_23230	59
Xiaomi	MI 5X	45
TG3 Pro	TG3 Pro	18
OPPO	oppo6779	11
PREMIO	S88	1
Chinoe	C20 Pro	12
Pad Pro 73	Pad Pro 73	1
LENOVO	Lenovo TB2-X30F	3
ITEL MOBILE LIMITED	itel L6006S	4
hena	TP1040	11
OPPO	CPH2036	5
alps	HOT 50i	1
HUAWEI	DUA-AL00	1
samsung	SM-N9005	1
Premio	X91	2
OSCAL	PILOT 2	1
Xiaomi	M2102J20SG	38453
vivo	V2206	9409
HONOR	JDY-LX1	21299
Jeazans	KT1016	6739
HUAWEI	ANE-LX2J	367
samsung	SM-A546S	153
samsung	SM-A366U1	1074
samsung	SM-N970F	4929
motorola	moto g200 5G	1358
Deploy PVT LTD	Sparx Neo 7 Plus	1507
HUAWEI	JSN-L22	7026
HUAWEI	AQM-LX1	896
HUAWEI	JAT-L29	3041
Teclast	T60Plus_EEA	485
Sony	802SO	432
ZTE	ZTE T1003	62
Lenovo	Lenovo L10041	115
Ulefone	Tab A11	110
samsung	SM-A305GN	72
HUAWEI	MAR-LX3Bm	842
LYOTECH_LABS	LFi ONE	197
TCL	T506G	103
MILII	Mil07	129
vivo	vivo 1714	783
samsung	SM-X207	919
KENSHI	E10	939
INFINIX MOBILITY LIMITED	Infinix X687	762
samsung	SM-A256U1	913
OPPO	OPD2202	58
SUAAT	S10_EEA	526
DOOGEE	Blade10 Pro	113
HOTWAV	Hyper 7 Pro	8
OPPO	CPH1821EX	769
ZUUM	AKUS PRO	4
WALTON	WALPAD8G	60
incar	Star8	14
Xiaomi	M2007J1SC	78
HIKING	A55	35
asus	ASUS_AI2205_C	33
DEPLAY	E101GCM	54
HONOR	BVL-AN16	84
INFINIX MOBILITY LIMITED	Infinix X612	45
ZTE	NX724J	119
realme	RMX3783	77
TCL	T506D	60
Walton	Walpad10HProMax	40
HUAWEI	AQM-AL10	13
incar	Q10107LW-ME	14
GlobalSec a.s.	GLOBALSEC TAB TEN	6
Archos	ARCHOS T105 FHD 4G	48
Xiaomi	22101316UCP	17
OPPO	PGFM10	5
Kodak	DG101HSSV	6
HUAWEI	BND-L24	1
SWAGTEK	LOGIC T10M	17
DEXP	Q110	2
HENA	Aries_8in	3
BQru	BQ-7038G	1
ZUUM	SENS G	1
INFINIX MOBILITY LIMITED	Infinix X665	2
Allwinner	v7	1
DIGMA_PRO	Pulse TA3E0P01	1
motorola	moto g stylus - 2025	1383
Xiaomi	POCO M2 Pro	3249
vivo	V2427	13440
TECNO	TECNO KL4h	1454
JUEDUR	R500_US	2234
samsung	SM-E546B	3656
INFINIX MOBILITY LIMITED	Infinix X663B	1079
HUAWEI	WAS-LX1A	624
LAVA	LAVA LXX508	382
vivo	I2223	3268
vivo	I2401	267
samsung	SM-T507	2499
uLesson	uLesson_Education_Tab_V2	61
ACE France	URBAN 3	42
samsung	SM-T825	1258
Vestel	Venus V6	441
Wingtech	TMRV06P5G	689
Sony	801SO	430
asus	ASUS_I006D	209
samsung	SM-T387V	217
Pixus	Pixus_Folio	116
vivo	V2068A	42
TECNO	TECNO KL4s	332
LGE	VS987	7
Hotpepper	HPPL67A	157
samsung	SM-A320FL	113
KGTEL	Hello 10 Pro 4G	5
TECNO MOBILE LIMITED	TECNO Mobile KG8	338
Iproda	KATB21064CPA	122
TCL	9032X_EEA	23
Hisense	Hisense U70 Pro	54
HXY	MP05	151
incar	B38	17
HUAWEI	MRR-W29	21
Meswao	MES-B3	76
Skyth	ACHYMOO_2	100
Bmobile	BM65Pro_TG05	2
Xiaomi	2209129SC	53
HUAWEI	HLK-L41	33
incar	EasyTAB-128	3
incar	T40 Pro_EEA	42
nubia	NX733J	6
FOSSiBOT	TAB18	9
M10	M10	69
SKYEGG	K13_US	7
HUAWEI	JMM-L22	22
DUNHOO	UPad2	29
TECNO MOBILE LIMITED	TECNO CD8j	3
DW	HOT_6G	6
Xiaomi	2206123SC	14
samsung	SM-N920F	3
TCL	5002U	2
HRF	Pad 7 Ultra	1
OPPO	smart Pro	1
samsung	SM-A115M	12666
ZTE	ZTE 8050	8651
vivo	V2130	11804
KYOCERA	E6910	121
Sony	SO-52A	1712
HUAWEI	LDN-L21	3302
Blackview	Tab 6 Kids	3674
ZTE	P656	495
HUAWEI	CTR-L91	1376
samsung	SM-A136M	110
Xiaomi	M2102J20SI	1188
Ulefone	Power Armor 18	159
TECNO	TECNO BG6i	80
CHUWI	HiPadX	180
DOOGEE	U11 Pro	287
Vortex	C24L	45
KXD	13C	166
samsung	SCG09	1037
TCL	6127A	102
XSD	X30pro	18
asus	ASUS_I002D	184
samsung	SM-N970U1	685
vivo	vivo 1802	594
samsung	SM-G6200	9
samsung	SCG02	246
Chinoe	HPPL60A	11
XSD	Pro12	4
HUAWEI	PRA-LA1	362
BQru	BQ-7055L	141
WIKO	W-K630-EEA	347
WALTON	NEXG N26	68
alps	Fanvace P6	4
TCL	T766H_RU	35
TECLAST	P40HD_EEA	239
HXY	A28	98
DIGMA	Digma Pro HIT 108E HS1004PL	40
ACER	A61LX	103
realme	RMX3996	48
samsung	SCG16	186
Sparx	Neo 8 Lite	11
LGE	LM-X210LMW	33
incar	TAB_912_4G	86
VISON	SU40	88
samsung	SM-N920P	23
samsung	SM-T555	64
CUBOT	NOTE 20 PRO	57
CROSSCALL	Action-X3	12
samsung	SAMSUNG-SM-G890A	68
TABWEE	T80	12
OPPO	CPH2241	7
samsung	SM-S911C	42
WALTON	XANON X90	8
MobiWire	S13	7
samsung	SM-J727F	10
Google	Cuttlefish GMS arm64 phone 64-bit only pgagnostic	1
Tianyi	TYH612M	10
Asus	ASUS_Z01QD	3
PREMIO	X97	4
TCL	5024J	2
samsung	SM-G610L	1
LGE	LGL423DL	1
Asus	ASUS_I005DA	1
HOT 50 5G	HOT 50 5G	3
Skyth	Q10_US	1
samsung	SM-A037F	13694
Xiaomi	2409BRN2CA	41301
HYUNDAI	HT10LB2MBKLTM02	293
samsung	SM-A307FN	22657
Xiaomi	Redmi Note 8 Pro	81421
samsung	SM-A5360	4520
Xiaomi	2201117TI	8225
samsung	SC-51F	624
samsung	SM-M156B	11391
OnePlus	BE2025	455
samsung	SM-S928U1	6698
VORTEX	BTAB10	1941
samsung	SM-G965U1	2069
WALTON	Primo R6 Max	26
samsung	SM-A066E	1210
incar	M10_EEA	41
TECNO	TECNO CM5	3506
alps	tb8766p1_bsp	64
TCL	T766U	256
Coosea	SL219A	581
HUAWEI	AGS-W09	98
CUBOT	TAB KINGKONG	376
TECNO MOBILE	TECNO Mobile BG6	408
vivo	vivo 1808	155
Blackview	Tab 60 Pro Kids	38
G-Tab	PAD10_PRO	1054
HUAWEI	SCMR-W09	29
samsung	SM-G930P	74
skythtek	U10	951
Xiaomi	Redmi K30	151
Xiaomi	22061218C	27
Vocal	Vocal V2	70
incar	SoyMomo_Pro_V2_24	216
JUEDUR	R700_EEA	92
Deejoy	MID_1089IPSA100	120
A19 Pro	A19 Pro	399
TECNO MOBILE	TECNO Mobile KJ5n	150
ATOUCH	X19Life	7
incar	PHD20A	56
Blackview	BV6200 Plus	14
WH	T4GB07	64
Xiaomi	miproduct	53
HUAWEI	ART-AL00x	67
VORCOM	AVALON	7
Anbernic	RG557	8
hena	SmartPad_A10_EU	41
Alldocube	Tab_Ultra	4
5G	X40 Pro	3
S002	S002	6
Technopc	UP10SI36LA	10
samsung	SM-G611S	8
alps	C25 Ultra	12
ALPHAWOLF	L2S	4
Lenovo	Lenovo TB-8704F	4
Casper	VIA_G3	7
LGE	LM-Q850	1
incar	J12	1
samsung	SM-M536B	8678
samsung	SM-A205F	9059
HONOR	AGM3-W09HN	18677
INFINIX MOBILITY LIMITED	Infinix X655C	2272
SHARP	SHG14	852
Xiaomi	22101316I	12459
TECNO MOBILE LIMITED	TECNO AC8	252
NEC	LAVIE Tab 112K2	616
HUAWEI	BKY-W09	838
TCL	6056H	229
TCL	5029Y_EEA	89
samsung	SM-S9110	1648
TR5996	TR5996	27
samsung	SM-A166W	313
HUAWEI	BAH-W09	590
Xiaomi	23028RNCAI	1342
vivo	vivo 1805	151
WALTON	NEXG N8	77
OMIX	X5	723
incar	Kids-128	80
ACE France	CLEVER 3	5
P8	P8	32
E18	E18	5
samsung	SM-J337A	2
Cat	S48c	61
Teclast	M40Air_ROW	2
SNCOIA	QT2108BP	57
DEXP	K48	158
OPPO	PHZ110	34
Alldocube	iPlay_60_Lite	70
BQru	BQ-5731L	136
asus	ASUS_X00DDB	78
TOSCIDO	T28	2
samsung	SM-T387R4	2
Google	Intel Braswell Chromebook	58
OUKITEL	WP35 S	7
Coby	Dorado	21
SUAAT	S10_US	41
incar	Fenix9 3G	12
alps	AT16 Pro Max	17
LANIX	ILIUM_PAD_RX8_v5	8
realme	RMX3624_Natv_vf	5
WO 9	WO 9	4
motorola	motorola one vision plus	2
G11	G11	1
LAVA	T81_PB	1
motorola	moto g stylus (XT2115DL)	413
Google	Pixel Tablet	4986
samsung	SM-A366U	2238
samsung	SM-S9360	223
SUNWIND	Sky 1430D 4G SS1270PL	438
LENOVO	TB373FU	1572
TCL	T506K	283
SHARP	A101SH	985
HONOR	ELP-NX9	3587
Xiaomi	Redmi 4X	1153
LENOVO	TB311XU	1453
samsung	SM-A716S	1194
motorola	moto e(6i)	2417
TCL	9050S	239
ROVER	R10_M	137
Urovo	RT40S	5
ITEL	itel-P10002L	406
OnePlus	NE2217	404
Sony	SOV43	248
samsung	SM-T597V	642
Deejoy	Y8	90
samsung	SCG29	35
Xiaomi	21091116UC	158
Blackview	Tab9	230
smart phone	smart phone	18
ACE France	BUZZ 3 Plus	126
HUAWEI	MIS-LX9	146
incar	T40 Plus_ROW	30
incar	CP20_GOLD	170
LENOVO	X1030X	53
Fortune Ship	iKU X2	2
X-TIGI	X-TIGI S7	67
HUAWEI	ABR-LX9	22
HUAWEI	HUAWEI MLA-L11	21
motorola	moto g(6) (XT1925DL)	4
ITEL	itel A513W	9
YINOCHE	F10	1
HUAWEI	HUAWEI CAN-L11	47
vivo	V2066A	10
vivo	V2329A	16
Xiaomi	24122RKC7C	5
Hisense	Hisense U50	51
Android	alps	13
asus	ASUS_Z01KS	1
SHARP	STTM21VAPP	5
KONROW	STAR5	4
Gplus	GMC-668N	4
vivo	V2444A	2
Symphony	helio 80	2
OUKITEL	K9 Pro	4
alps	S25Pro	1
INFINIX	Infinix X670	5628
Acer	A10-11	1596
LENOVO	Lenovo TB-X606F	20751
TECNO	TECNO KJ5n	21730
ZTE	ZTE 8030	1339
Google	Pixel 8 Pro	10770
Xiaomi	Mi 10	3008
OPPO	CPH2159	10854
SHARP	SH-53D	1532
OPPO	CPH2733	2503
realme	RMX3235	567
coolpad	CP12	216
samsung	SM-S9180	1061
DEXP	C37	151
HUAWEI	FRL-L22	795
HUAWEI	VOG-L09	2417
INFINIX MOBILITY LIMITED	Infinix X652B	637
OPPO	CPH2505	9204
WALTON	NEXG N70	354
OnePlus	CPH2551	565
P88Pro	P88Pro	29
JUEDUR	R500_EEA	1320
motorola	motorola razr 2025	221
samsung	SM-A025U	299
TCL	9048S	336
HONOR	FCP-N49	465
vivo	vivo S1	155
Sony	702SO	90
wheatek	BV6300Pro	332
GHIA	GA7133	25
OPPO	CPH1727	283
MODIO	M92	8
TCL	8194	1
incar	KST102SF	47
CEPTER	CEPTERTAB10L	28
OPPO	PEMM20	41
Hisense	Hisense Infinity H60 ZOOM	73
Sony	H3311	7
Ulefone	Power Armor 18T	129
Sony	H8266	50
SenlinTech	pad6_EEA	16
TCL	9295G_EEA	21
hotpepper	HPPH88C	27
Palp	X95	9
bnd	TAB1	12
VOCCA	E13	13
Veidoo	VEIDOO_T40	55
ZTE	ZTE A2021G	27
HTC	HTC Desire 21 pro 5G	44
HUAWEI	CET-LX9	19
NEC	LAVIE Tab E 7SD1	14
HUAWEI	AUM-L29	23
sprd	s9863a1h10_Natv	13
alps	B9270B	1
Welcome	P6 Pro	21
DEXP	C28	8
Meizu	M6T	2
FIGI	S21	2
vivo	V2417A	1
Xiaomi	M2007J3SY	6739
samsung	SM-A346M	26966
Callsky	Cpad10	2595
samsung	SM-A145R	32602
samsung	SM-G981V	1770
vivo	I2306	5475
vivo	V2327	2128
vivo	V2117	6992
samsung	SM-S901N	4900
LENOVO	TB128FU	982
TECNO	TECNO LG8n	1256
samsung	SM-F731U	1369
Nothing	A015	6925
vivo	vivo Y67	78
OPPO	CPH1919	178
ZTE	Z2455	66
realme	RMX2032	385
ZTE	Z2453	2950
OPPO	PEPM00	440
OPPO	CPH1835	329
Alldocube	iPlay 50 Pro	823
PEICHENG	Q8K	318
OPPO	PEAM00	519
samsung	SM-A405FM	3292
Google	rammus	254
HONOR	ANY-LX2	1144
HUAWEI	MRX-AL09	66
LENOVO	Lenovo YT-K606F	414
ZTE	5G UG Phone U23	260
samsung	SM-G930S	160
HMD Global	Nokia C01 Plus	346
TCL	T608G	157
FEONAL	K118	100
GTX	GTX_JACULUS	1471
vivo	V2337	1177
DIGMA	HIT 16 HS1001PL	585
realme	RMX2205	47
Symphony	Symphony Z50	54
Deejoy	V8	68
OUKITEL	C21 Plus	30
Blackview	BL8000	45
ZONKO	D118	29
LeMobile	Le X820	5
coolpad	CP12s	310
WIKO	W-V745-EEA	61
IMG	INKULU_PRO	10
Lunnen	TL4648S01	8
KODAK	D61L	3
Hisense	Hisense U43	10
along	T8	9
S12-A	S12-A	1
FISE	Diamond Pro Max	9
DOOGEE	Note 59	2
CTX	Camon 20	24
MODIO	M18	4
SSH Telecom SMC (Pvt.) Ltd	NEW 26	11
BQru	BQ-6035L	2
HUAWEI	STF-L09S	2
MIRAY	TPM4G_E108	3
asus	ASUS_X008D	2
LGE	RS988	1
OPPO	CPH2577	37571
Xiaomi	2312CRNCCL	7231
OPPO	CPH2579	42324
samsung	SM-X205	42111
OPPO	CPH2729	2259
realme	RMX2111	1109
OPPO	CPH1938	921
HONOR	PTP-AN60	44
INFINIX MOBILITY LIMITED	Infinix X662	1527
LGE	LM-X420	1886
OnePlus	IN2025	756
OLAX	Ocean K8	32
Google	Samsung Chromebook 3	13
samsung	SM-G615F	1989
OPPO	CPH2739	229
Alldocube	iPlay_50_Pro	37
Nothing	A059P	1281
motorola	motorola edge 20 fusion	571
LENOVO	Lenovo TB-X6C6F	379
CUBOT	KINGKONG 6	59
HOTWAV	Cyber 13 Pro	163
HOMETECH	ALFA_10BT_V2	310
Sony	I4312	601
AGM	AGM_Note_N1	41
DOOGEE	T30S	410
Blackview	Tab 6	247
vivo	V2156A	42
Symphony	Symphony Z18	27
vivo	vivo Y93S	27
HUAWEI	YAL-AL00	53
OnePlus	CPH2645	276
realme	RMX3560	56
CHCNAV	LT700	8
alps	R9	5
RockChip	IQTWE	13
TCL	5053K_EEA	9
ADVAN	7039	4
KYOCERA	A201KC	88
Hyundai	HT8LAB1PBKLTM	32
wheatek	C17 Pro	9
Kodak	DG101TCPK	13
Welcome	TA002	2
DW	G18	24
VOVE	MatePad11	21
Wishtel_Pvt_Ltd	IRA T808	3
LENOVO	Lenovo YT3-X50L	1
Discover	P15 Pro	8
samsung	SM-N910C	23
LENOVO	Lenovo TB-X606XA	3
General Mobile	GM 5 Plus d	2
KRONO	NET K1032	7
ajib	ajib l1	1
Welcome	SP 20 Pro	5
Bmax	I11_Plus_EEA	2
WHOOP	TAB-8US2	2276
Xiaomi	24116RNC1I	4304
TECNO	TECNO LH8n	4275
samsung	SM-G965N	1531
samsung	SM-A3460	1422
ITEL MOBILE LIMITED	itel S661LPN	338
TECNO MOBILE LIMITED	TECNO KE5j	1208
OPPO	CPH2407	1095
FLY_TECHNOLOGY	X_TAB8	6
Wingtech	T Phone	1372
samsung	SM-G935W8	455
TECNO MOBILE LIMITED	TECNO CH7	28
Blackview	Tab 8 WiFi	501
OnePlus	CPH2469	2520
SHARP	d-41A	2363
vivo	V2221	576
Sony	SO-03K	970
OUKITEL	OT9	229
BLU	F92 E 5G	52
INFINIX	Infinix X6851B	1093
Xiaomi	Redmi 6 Pro	530
Google	Dell Chromebook 11 (3180)	91
WIKO	W-K630-TRU	120
TECNO	TECNO KL5s	18
Vocal	VOCAL V01	40
samsung	SM-T719Y	105
Xiaomi	2312CRAD3C	590
samsung	SM-A015U	134
Pad 14 Pro	Pad 14 Pro	2
incar	S40	51
TCL	TECTOY_5029Y	65
HOLO	XULTRAPLUS3	64
incar	P60pro_15	53
A1	A1 Alpha 20+	39
OPPO	CPH2351	78
incar	B31	100
ITEL	itel S663LN	17
incar	EVO_TAB7	1
incar	Magic9_3G	8
LGE	LG-H873	34
samsung	SM-G889A	4
INONE	Lenovo L38082	9
FOSSiBOT	K15	8
motorola	moto g53j 5G	19
Acer	A3-A50	4
Odea	A12	11
hena	X102	1
Nothing	A024	1
HELIX_INC	C-TABLET	3
IKU	T10 Pro	4
ECS	TU11MK1_2	1
Teclast	M40SE_ROW	3
TECNO	TECNO KL6	12653
LENOVO	d-42A	4021
vivo	V2356	13145
vivo	V2050	7913
Xiaomi	M2101K7BI	10193
vivo	vivo 2006	570
HUAWEI	PIC-LX9	346
Wingtech	WTCELERO5G	459
INFINIX MOBILITY LIMITED	Infinix X689D	81
vivo	V1938T	31
DIGMA	PRO 1600E 4G RS1248PL	122
INFINIX	Infinix X671B	754
samsung	SM-G615FU	182
Sony	J8210	349
NUU	S6514L	9
Blackview	BV6200 Pro	710
